filename,combo_name,cipher,mode,dh_group,pfs,traffic_class,timestamp,notes,capture_stop,capture_seconds,config_version
aes256-dh14-tunnel-pfs-off__web_run1.pcap,aes256-dh14-tunnel-pfs-off,aes256,tunnel,dh14,off,web,2026-09-24T18:36:11.724637,run 1,time,30,v2-pfs-in-esp
aes256-dh14-tunnel-pfs-off__video_run1.pcap,aes256-dh14-tunnel-pfs-off,aes256,tunnel,dh14,off,video,2026-09-24T18:36:45.513293,run 1,time,30,v2-pfs-in-esp
aes256-dh14-tunnel-pfs-off__voip_run1.pcap,aes256-dh14-tunnel-pfs-off,aes256,tunnel,dh14,off,voip,2026-09-24T18:37:19.579364,run 1,time,30,v2-pfs-in-esp
aes256-dh14-tunnel-pfs-on__icmp_run1.pcap,aes256-dh14-tunnel-pfs-on,aes256,tunnel,dh14,on,icmp,2026-09-24T18:38:17.049152,run 1,time,30,v2-pfs-in-esp
aes256-dh14-tunnel-pfs-on__file_transfer_run1.pcap,aes256-dh14-tunnel-pfs-on,aes256,tunnel,dh14,on,file_transfer,2026-09-24T18:38:50.931411,run 1,time,30,v2-pfs-in-esp
aes256-dh14-tunnel-pfs-on__web_run1.pcap,aes256-dh14-tunnel-pfs-on,aes256,tunnel,dh14,on,web,2026-09-24T18:39:24.177259,run 1,time,30,v2-pfs-in-esp
aes256-dh14-tunnel-pfs-on__video_run1.pcap,aes256-dh14-tunnel-pfs-on,aes256,tunnel,dh14,on,video,2026-09-24T18:39:57.961968,run 1,time,30,v2-pfs-in-esp
aes256-dh14-tunnel-pfs-on__voip_run1.pcap,aes256-dh14-tunnel-pfs-on,aes256,tunnel,dh14,on,voip,2026-09-24T18:40:32.073463,run 1,time,30,v2-pfs-in-esp
aes256-dh19-transport-pfs-off__icmp_run1.pcap,aes256-dh19-transport-pfs-off,aes256,transport,dh19,off,icmp,2026-09-24T18:41:29.384858,run 1,time,30,v2-pfs-in-esp
aes256-dh19-transport-pfs-off__file_transfer_run1.pcap,aes256-dh19-transport-pfs-off,aes256,transport,dh19,off,file_transfer,2026-09-24T18:42:03.754172,run 1,time,30,v2-pfs-in-esp
aes256-dh19-transport-pfs-off__web_run1.pcap,aes256-dh19-transport-pfs-off,aes256,transport,dh19,off,web,2026-09-24T18:42:37.305740,run 1,time,30,v2-pfs-in-esp
aes256-dh19-transport-pfs-off__video_run1.pcap,aes256-dh19-transport-pfs-off,aes256,transport,dh19,off,video,2026-09-24T18:43:11.121334,run 1,time,30,v2-pfs-in-esp
aes256-dh19-transport-pfs-off__voip_run1.pcap,aes256-dh19-transport-pfs-off,aes256,transport,dh19,off,voip,2026-09-24T18:43:45.158375,run 1,time,30,v2-pfs-in-esp
aes256-dh19-transport-pfs-on__icmp_run1.pcap,aes256-dh19-transport-pfs-on,aes256,transport,dh19,on,icmp,2026-09-24T18:44:42.444053,run 1,time,30,v2-pfs-in-esp
aes256-dh19-transport-pfs-on__file_transfer_run1.pcap,aes256-dh19-transport-pfs-on,aes256,transport,dh19,on,file_transfer,2026-09-24T18:45:16.528606,run 1,time,30,v2-pfs-in-esp
aes256-dh19-transport-pfs-on__web_run1.pcap,aes256-dh19-transport-pfs-on,aes256,transport,dh19,on,web,2026-09-24T18:45:50.640409,run 1,time,30,v2-pfs-in-esp
aes256-dh19-transport-pfs-on__video_run1.pcap,aes256-dh19-transport-pfs-on,aes256,transport,dh19,on,video,2026-09-24T18:46:24.498576,run 1,time,30,v2-pfs-in-esp
aes256-dh19-transport-pfs-on__voip_run1.pcap,aes256-dh19-transport-pfs-on,aes256,transport,dh19,on,voip,2026-09-24T18:46:58.490196,run 1,time,30,v2-pfs-in-esp
aes256-dh19-tunnel-pfs-off__icmp_run1.pcap,aes256-dh19-tunnel-pfs-off,aes256,tunnel,dh19,off,icmp,2026-09-24T18:47:55.758466,run 1,time,30,v2-pfs-in-esp
aes256-dh19-tunnel-pfs-off__file_transfer_run1.pcap,aes256-dh19-tunnel-pfs-off,aes256,tunnel,dh19,off,file_transfer,2026-09-24T18:48:30.016836,run 1,time,30,v2-pfs-in-esp
aes256-dh19-tunnel-pfs-off__web_run1.pcap,aes256-dh19-tunnel-pfs-off,aes256,tunnel,dh19,off,web,2026-09-24T18:49:03.397859,run 1,time,30,v2-pfs-in-esp
aes256-dh19-tunnel-pfs-off__video_run1.pcap,aes256-dh19-tunnel-pfs-off,aes256,tunnel,dh19,off,video,2026-09-24T18:49:37.164039,run 1,time,30,v2-pfs-in-esp
aes256-dh19-tunnel-pfs-off__voip_run1.pcap,aes256-dh19-tunnel-pfs-off,aes256,tunnel,dh19,off,voip,2026-09-24T18:50:11.176040,run 1,time,30,v2-pfs-in-esp
aes256-dh19-tunnel-pfs-on__icmp_run1.pcap,aes256-dh19-tunnel-pfs-on,aes256,tunnel,dh19,on,icmp,2026-09-24T18:51:08.607987,run 1,time,30,v2-pfs-in-esp
aes256-dh19-tunnel-pfs-on__file_transfer_run1.pcap,aes256-dh19-tunnel-pfs-on,aes256,tunnel,dh19,on,file_transfer,2026-09-24T18:51:42.981137,run 1,time,30,v2-pfs-in-esp
aes256-dh19-tunnel-pfs-on__web_run1.pcap,aes256-dh19-tunnel-pfs-on,aes256,tunnel,dh19,on,web,2026-09-24T18:52:16.542384,run 1,time,30,v2-pfs-in-esp
aes256-dh19-tunnel-pfs-on__video_run1.pcap,aes256-dh19-tunnel-pfs-on,aes256,tunnel,dh19,on,video,2026-09-24T18:52:50.483383,run 1,time,30,v2-pfs-in-esp
aes256-dh19-tunnel-pfs-on__voip_run1.pcap,aes256-dh19-tunnel-pfs-on,aes256,tunnel,dh19,on,voip,2026-09-24T18:53:24.585099,run 1,time,30,v2-pfs-in-esp
aes256-dh2-transport-pfs-off__icmp_run1.pcap,aes256-dh2-transport-pfs-off,aes256,transport,dh2,off,icmp,2026-09-24T18:54:22.184698,run 1,time,30,v2-pfs-in-esp
aes256-dh2-transport-pfs-off__file_transfer_run1.pcap,aes256-dh2-transport-pfs-off,aes256,transport,dh2,off,file_transfer,2026-09-24T18:54:56.425954,run 1,time,30,v2-pfs-in-esp
aes256-dh2-transport-pfs-off__web_run1.pcap,aes256-dh2-transport-pfs-off,aes256,transport,dh2,off,web,2026-09-24T18:55:30.482949,run 1,time,30,v2-pfs-in-esp
aes256-dh2-transport-pfs-off__video_run1.pcap,aes256-dh2-transport-pfs-off,aes256,transport,dh2,off,video,2026-09-24T18:56:04.211568,run 1,time,30,v2-pfs-in-esp
aes256-dh2-transport-pfs-off__voip_run1.pcap,aes256-dh2-transport-pfs-off,aes256,transport,dh2,off,voip,2026-09-24T18:56:38.246892,run 1,time,30,v2-pfs-in-esp
aes256-dh2-transport-pfs-on__icmp_run1.pcap,aes256-dh2-transport-pfs-on,aes256,transport,dh2,on,icmp,2026-09-24T18:57:36.170973,run 1,time,30,v2-pfs-in-esp
aes256-dh2-transport-pfs-on__file_transfer_run1.pcap,aes256-dh2-transport-pfs-on,aes256,transport,dh2,on,file_transfer,2026-09-24T18:58:10.477320,run 1,time,30,v2-pfs-in-esp
aes256-dh2-transport-pfs-on__web_run1.pcap,aes256-dh2-transport-pfs-on,aes256,transport,dh2,on,web,2026-09-24T18:58:44.142550,run 1,time,30,v2-pfs-in-esp
aes256-dh2-transport-pfs-on__video_run1.pcap,aes256-dh2-transport-pfs-on,aes256,transport,dh2,on,video,2026-09-24T18:59:17.945367,run 1,time,30,v2-pfs-in-esp
aes256-dh2-transport-pfs-on__voip_run1.pcap,aes256-dh2-transport-pfs-on,aes256,transport,dh2,on,voip,2026-09-24T18:59:52.025960,run 1,time,30,v2-pfs-in-esp
aes256-dh2-tunnel-pfs-off__icmp_run1.pcap,aes256-dh2-tunnel-pfs-off,aes256,tunnel,dh2,off,icmp,2026-09-24T19:00:49.547099,run 1,time,30,v2-pfs-in-esp
aes256-dh2-tunnel-pfs-off__file_transfer_run1.pcap,aes256-dh2-tunnel-pfs-off,aes256,tunnel,dh2,off,file_transfer,2026-09-24T19:01:23.822985,run 1,time,30,v2-pfs-in-esp
aes256-dh2-tunnel-pfs-off__web_run1.pcap,aes256-dh2-tunnel-pfs-off,aes256,tunnel,dh2,off,web,2026-09-24T19:01:57.325790,run 1,time,30,v2-pfs-in-esp
aes256-dh2-tunnel-pfs-off__video_run1.pcap,aes256-dh2-tunnel-pfs-off,aes256,tunnel,dh2,off,video,2026-09-24T19:02:30.848814,run 1,time,30,v2-pfs-in-esp
aes256-dh2-tunnel-pfs-off__voip_run1.pcap,aes256-dh2-tunnel-pfs-off,aes256,tunnel,dh2,off,voip,2026-09-24T19:03:04.146275,run 1,time,30,v2-pfs-in-esp
aes256-dh2-tunnel-pfs-on__icmp_run1.pcap,aes256-dh2-tunnel-pfs-on,aes256,tunnel,dh2,on,icmp,2026-09-24T19:03:59.855036,run 1,time,30,v2-pfs-in-esp
aes256-dh2-tunnel-pfs-on__file_transfer_run1.pcap,aes256-dh2-tunnel-pfs-on,aes256,tunnel,dh2,on,file_transfer,2026-09-24T19:04:33.432557,run 1,time,30,v2-pfs-in-esp
aes256-dh2-tunnel-pfs-on__web_run1.pcap,aes256-dh2-tunnel-pfs-on,aes256,tunnel,dh2,on,web,2026-09-24T19:05:06.636323,run 1,time,30,v2-pfs-in-esp
aes256-dh2-tunnel-pfs-on__video_run1.pcap,aes256-dh2-tunnel-pfs-on,aes256,tunnel,dh2,on,video,2026-09-24T19:05:39.526095,run 1,time,30,v2-pfs-in-esp
aes256-dh2-tunnel-pfs-on__voip_run1.pcap,aes256-dh2-tunnel-pfs-on,aes256,tunnel,dh2,on,voip,2026-09-24T19:06:12.814048,run 1,time,30,v2-pfs-in-esp
aes128-dh14-transport-pfs-off__handshake.pcap,aes128-dh14-transport-pfs-off,aes128,transport,dh14,off,handshake,2026-09-24T17:11:31.954173,IKE negotiation captured from before teardown; tunnel up,time,20,v2-pfs-in-esp
aes128-dh14-transport-pfs-on__handshake.pcap,aes128-dh14-transport-pfs-on,aes128,transport,dh14,on,handshake,2026-09-24T17:14:40.797337,IKE negotiation captured from before teardown; tunnel up,time,20,v2-pfs-in-esp
aes128-dh14-tunnel-pfs-off__handshake.pcap,aes128-dh14-tunnel-pfs-off,aes128,tunnel,dh14,off,handshake,2026-09-24T17:17:49.543996,IKE negotiation captured from before teardown; tunnel up,time,20,v2-pfs-in-esp
aes128-dh14-tunnel-pfs-on__handshake.pcap,aes128-dh14-tunnel-pfs-on,aes128,tunnel,dh14,on,handshake,2026-09-24T17:20:58.334030,IKE negotiation captured from before teardown; tunnel up,time,20,v2-pfs-in-esp
aes128-dh19-transport-pfs-off__handshake.pcap,aes128-dh19-transport-pfs-off,aes128,transport,dh19,off,handshake,2026-09-24T17:24:06.910672,IKE negotiation captured from before teardown; tunnel up,time,20,v2-pfs-in-esp
aes128-dh19-transport-pfs-on__handshake.pcap,aes128-dh19-transport-pfs-on,aes128,transport,dh19,on,handshake,2026-09-24T17:27:15.554649,IKE negotiation captured from before teardown; tunnel up,time,20,v2-pfs-in-esp
aes128-dh19-tunnel-pfs-off__handshake.pcap,aes128-dh19-tunnel-pfs-off,aes128,tunnel,dh19,off,handshake,2026-09-24T17:30:24.250486,IKE negotiation captured from before teardown; tunnel up,time,20,v2-pfs-in-esp
aes128-dh19-tunnel-pfs-on__handshake.pcap,aes128-dh19-tunnel-pfs-on,aes128,tunnel,dh19,on,handshake,2026-09-24T17:33:32.611841,IKE negotiation captured from before teardown; tunnel up,time,20,v2-pfs-in-esp
aes128-dh2-transport-pfs-off__handshake.pcap,aes128-dh2-transport-pfs-off,aes128,transport,dh2,off,handshake,2026-09-24T17:36:41.197478,IKE negotiation captured from before teardown; tunnel up,time,20,v2-pfs-in-esp
aes128-dh2-transport-pfs-on__handshake.pcap,aes128-dh2-transport-pfs-on,aes128,transport,dh2,on,handshake,2026-09-24T17:39:50.160125,IKE negotiation captured from before teardown; tunnel up,time,20,v2-pfs-in-esp
aes128-dh2-tunnel-pfs-off__handshake.pcap,aes128-dh2-tunnel-pfs-off,aes128,tunnel,dh2,off,handshake,2026-09-24T17:43:00.626304,IKE negotiation captured from before teardown; tunnel up,time,20,v2-pfs-in-esp
aes128-dh2-tunnel-pfs-on__handshake.pcap,aes128-dh2-tunnel-pfs-on,aes128,tunnel,dh2,on,handshake,2026-09-24T17:46:13.859287,IKE negotiation captured from before teardown; tunnel up,time,20,v2-pfs-in-esp
aes128gcm16-dh14-transport-pfs-off__handshake.pcap,aes128gcm16-dh14-transport-pfs-off,aes128gcm16,transport,dh14,off,handshake,2026-09-24T17:49:27.092180,IKE negotiation captured from before teardown; tunnel up,time,20,v2-pfs-in-esp
aes128gcm16-dh14-transport-pfs-on__handshake.pcap,aes128gcm16-dh14-transport-pfs-on,aes128gcm16,transport,dh14,on,handshake,2026-09-24T17:52:39.873236,IKE negotiation captured from before teardown; tunnel up,time,20,v2-pfs-in-esp
aes128gcm16-dh14-tunnel-pfs-off__handshake.pcap,aes128gcm16-dh14-tunnel-pfs-off,aes128gcm16,tunnel,dh14,off,handshake,2026-09-24T17:55:52.474987,IKE negotiation captured from before teardown; tunnel up,time,20,v2-pfs-in-esp
aes128gcm16-dh14-tunnel-pfs-on__handshake.pcap,aes128gcm16-dh14-tunnel-pfs-on,aes128gcm16,tunnel,dh14,on,handshake,2026-09-24T17:59:05.365739,IKE negotiation captured from before teardown; tunnel up,time,20,v2-pfs-in-esp
aes128gcm16-dh19-transport-pfs-off__handshake.pcap,aes128gcm16-dh19-transport-pfs-off,aes128gcm16,transport,dh19,off,handshake,2026-09-24T18:02:18.698266,IKE negotiation captured from before teardown; tunnel up,time,20,v2-pfs-in-esp
aes128gcm16-dh19-transport-pfs-on__handshake.pcap,aes128gcm16-dh19-transport-pfs-on,aes128gcm16,transport,dh19,on,handshake,2026-09-24T18:05:31.593462,IKE negotiation captured from before teardown; tunnel up,time,20,v2-pfs-in-esp
aes128gcm16-dh19-tunnel-pfs-off__handshake.pcap,aes128gcm16-dh19-tunnel-pfs-off,aes128gcm16,tunnel,dh19,off,handshake,2026-09-24T18:08:44.779276,IKE negotiation captured from before teardown; tunnel up,time,20,v2-pfs-in-esp
aes128gcm16-dh19-tunnel-pfs-on__handshake.pcap,aes128gcm16-dh19-tunnel-pfs-on,aes128gcm16,tunnel,dh19,on,handshake,2026-09-24T18:11:57.801854,IKE negotiation captured from before teardown; tunnel up,time,20,v2-pfs-in-esp
aes128gcm16-dh2-transport-pfs-off__handshake.pcap,aes128gcm16-dh2-transport-pfs-off,aes128gcm16,transport,dh2,off,handshake,2026-09-24T18:15:10.253855,IKE negotiation captured from before teardown; tunnel up,time,20,v2-pfs-in-esp
aes128gcm16-dh2-transport-pfs-on__handshake.pcap,aes128gcm16-dh2-transport-pfs-on,aes128gcm16,transport,dh2,on,handshake,2026-09-24T18:18:23.816573,IKE negotiation captured from before teardown; tunnel up,time,20,v2-pfs-in-esp
aes128gcm16-dh2-tunnel-pfs-off__handshake.pcap,aes128gcm16-dh2-tunnel-pfs-off,aes128gcm16,tunnel,dh2,off,handshake,2026-09-24T18:21:36.419684,IKE negotiation captured from before teardown; tunnel up,time,20,v2-pfs-in-esp
aes128gcm16-dh2-tunnel-pfs-on__handshake.pcap,aes128gcm16-dh2-tunnel-pfs-on,aes128gcm16,tunnel,dh2,on,handshake,2026-09-24T18:24:49.142446,IKE negotiation captured from before teardown; tunnel up,time,20,v2-pfs-in-esp
aes256-dh14-transport-pfs-off__handshake.pcap,aes256-dh14-transport-pfs-off,aes256,transport,dh14,off,handshake,2026-09-24T18:28:03.397106,IKE negotiation captured from before teardown; tunnel up,time,20,v2-pfs-in-esp
aes256-dh14-transport-pfs-on__handshake.pcap,aes256-dh14-transport-pfs-on,aes256,transport,dh14,on,handshake,2026-09-24T18:31:16.819706,IKE negotiation captured from before teardown; tunnel up,time,20,v2-pfs-in-esp
aes256-dh14-tunnel-pfs-off__handshake.pcap,aes256-dh14-tunnel-pfs-off,aes256,tunnel,dh14,off,handshake,2026-09-24T18:34:30.170631,IKE negotiation captured from before teardown; tunnel up,time,20,v2-pfs-in-esp
aes256-dh14-tunnel-pfs-on__handshake.pcap,aes256-dh14-tunnel-pfs-on,aes256,tunnel,dh14,on,handshake,2026-09-24T18:37:43.086560,IKE negotiation captured from before teardown; tunnel up,time,20,v2-pfs-in-esp
aes256-dh19-transport-pfs-off__handshake.pcap,aes256-dh19-transport-pfs-off,aes256,transport,dh19,off,handshake,2026-09-24T18:40:55.410192,IKE negotiation captured from before teardown; tunnel up,time,20,v2-pfs-in-esp
aes256-dh19-transport-pfs-on__handshake.pcap,aes256-dh19-transport-pfs-on,aes256,transport,dh19,on,handshake,2026-09-24T18:44:08.524993,IKE negotiation captured from before teardown; tunnel up,time,20,v2-pfs-in-esp
aes256-dh19-tunnel-pfs-off__handshake.pcap,aes256-dh19-tunnel-pfs-off,aes256,tunnel,dh19,off,handshake,2026-09-24T18:47:21.850728,IKE negotiation captured from before teardown; tunnel up,time,20,v2-pfs-in-esp
aes256-dh19-tunnel-pfs-on__handshake.pcap,aes256-dh19-tunnel-pfs-on,aes256,tunnel,dh19,on,handshake,2026-09-24T18:50:34.598304,IKE negotiation captured from before teardown; tunnel up,time,20,v2-pfs-in-esp
aes256-dh2-transport-pfs-off__handshake.pcap,aes256-dh2-transport-pfs-off,aes256,transport,dh2,off,handshake,2026-09-24T18:53:48.138831,IKE negotiation captured from before teardown; tunnel up,time,20,v2-pfs-in-esp
aes256-dh2-transport-pfs-on__handshake.pcap,aes256-dh2-transport-pfs-on,aes256,transport,dh2,on,handshake,2026-09-24T18:57:02.005171,IKE negotiation captured from before teardown; tunnel up,time,20,v2-pfs-in-esp
aes256-dh2-tunnel-pfs-off__handshake.pcap,aes256-dh2-tunnel-pfs-off,aes256,tunnel,dh2,off,handshake,2026-09-24T19:00:15.415177,IKE negotiation captured from before teardown; tunnel up,time,20,v2-pfs-in-esp
aes256-dh2-tunnel-pfs-on__handshake.pcap,aes256-dh2-tunnel-pfs-on,aes256,tunnel,dh2,on,handshake,2026-09-24T19:03:26.794842,IKE negotiation captured from before teardown; tunnel up,time,20,v2-pfs-in-esp
